SessionID,Condition,ClientID,SurveyID,ConditionOrder,SubjectID,Treatment,Age,Gender,Handedness,FirstLanguage,EnglishAbilities,ColorVision,Major,ProductiveTime_08to10,ProductiveTime_10to12,ProductiveTime_12to14,ProductiveTime_14to16,ProductiveTime_16to18,ProductiveTime_18to20,valence,arousal,importanceImportant,importanceNoMistakes,importanceWorried,flowProne.General,flowProne.Work,flowProne.Maint,flowProne.Leis,eqIntrusDistracting,eqIntrusDifficult,eqIntrusDiscomfort,taskPrefLikeMath,taskPrefLikeWrit,taskPrefMathOverWrit,traitIntMot,interactionDissatisfactionUnpleasant,interactionDissatisfactionLongerWorse,interactionDissatisfactionEnergizing,interactionDissatisfactionBadCorrection,relationQuality,grpEffort,interdepOwnJob,interdepCommRequired,interdepMutualDependenc,clearGoal,challGoal,noChallGoal,noConseqGoal,conseqGoal,grpSizeTooLarge,grpSizeTooSmall,grpSizeJustRight,grpDivers,grpSkill,grpAffectExp,genSat,growth,colEff,socPres,coordDifficult,coordPossible,identFusion,relationStrain,unevenEffort,unevenSkill,noCareForGrp,frustratingGrp,creativitySuppressingGrp
session_58-MP,PHASE,iism-kd2-b12,1444,"",session_58-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,4,7,3,,,,,6,6,6,,,,,5,3,,1,6,6.33333333333333,2,2,,5,5,6,5,6,1,1,7,7,6,5.33333333333333,6,3,6,3,3,5,5,,2,2,2,2,1
session_58-MP,PHASE,iism-kd2-b14,1443,"",session_58-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,5,7,5,,,,,6,7,6,,,,,1,3,5,2,6,7,1,5,6,7,5,4,5,6,1,,4,6,6.33333333333333,5.66666666666667,6.5,4,4.75,2.4,4,5,4,4,1,1,3,1,2
session_58-MP,PHASE,iism-kd2-b18,1445,"",session_58-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,4,5,1,,,,,2,6,7,,,,,1,6,6,1,6,6.66666666666667,4,6,,3.5,5,,6,6,1,1,,5.5,4.66666666666667,4.33333333333333,7,3,6.25,4.4,2,6,5,6,1,6,1,1,1
session_58-MP,END,iism-kd2-b12,1447,"",session_58-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,3.80952380952381,4.14285714285714,3.14285714285714,4.14285714285714,,,,6,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_58-MP,END,iism-kd2-b14,1448,"",session_58-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,4.33333333333333,4.28571428571429,4.14285714285714,4.57142857142857,,,,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_58-MP,END,iism-kd2-b18,1446,"",session_58-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,3.57142857142857,3.71428571428571,3,4,,,,5,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_58-SP,START,iism-kd2-b16,1227,"",session_58-SP_iism-kd2-b16,SP,24,F,R,German,C2,I can see all colors and hues.,Social Sciences > Economics and business,"",Y,Y,"","",Y,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_58-SP,PHASE,iism-kd2-b16,1241,"",session_58-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,3,7,5,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_58-SP,END,iism-kd2-b16,1242,"",session_58-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,4.0952380952381,3.71428571428571,4,4.57142857142857,,,,4,2,5,5.71428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_59-MP,START,iism-kd2-b12,1457,"",session_59-MP_iism-kd2-b12,MP,23,F,R,Telugu,C1,I can see all colors and hues.,Engineering and Technology > Other engineering and technologiy,Y,Y,Y,Y,"","",6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_59-MP,START,iism-kd2-b14,1456,"",session_59-MP_iism-kd2-b14,MP,25,M,R,German,C1,I can see all colors and hues.,Engineering and Technology > Chemical engineering,"",Y,"",Y,"","",6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_59-MP,START,iism-kd2-b18,1458,"",session_59-MP_iism-kd2-b18,MP,60,M,R,German,B2,I can see all colors and hues.,Natural Sciences > Computer and information sciences,"","","",Y,Y,Y,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_59-MP,PHASE,iism-kd2-b12,1484,"",session_59-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,4,6,5,,,,,4,6,6,,,,,3,2,6,5,5,5,4,5,2,4,2,3,4,5,5,2,5,6,6,7,5.5,4,3.25,3.4,3,5,3,4,5,3,6,3,2
session_59-MP,PHASE,iism-kd2-b14,1485,"",session_59-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,2,5,4,,,,,3,2,1,,,,,5,2,4,2,2,4.33333333333333,6,1,,6,4,7,6,5,,1,3,6,6,5,5,1.5,3.25,1,1,,2,2,3,1,7,3,2
session_59-MP,PHASE,iism-kd2-b18,1483,"",session_59-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,3,3,2,,,,,5,5,7,,,,,4,5,3,5,3.5,5.66666666666667,2,4,4,3,3,4,6,4,2,4,5,6,4,2.66666666666667,4,3,4,2.4,2,2,3,3,2,5,3,3,3
session_59-MP,END,iism-kd2-b12,1487,"",session_59-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,3.80952380952381,3.42857142857143,3.28571428571429,4.71428571428571,,,,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_59-MP,END,iism-kd2-b14,1488,"",session_59-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,3.9047619047619,4.42857142857143,3.42857142857143,3.85714285714286,,,,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_59-MP,END,iism-kd2-b18,1486,"",session_59-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,3.47619047619048,3.57142857142857,3.28571428571429,3.57142857142857,,,,4,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_59-SP,START,iism-kd2-b14,1256,"",session_59-SP_iism-kd2-b14,SP,23,M,R,German,C1,I can see all colors and hues.,Social Sciences > Economics and business,"",Y,"","","","",7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_59-SP,PHASE,iism-kd2-b14,1272,"",session_59-SP_iism-kd2-b14,SP,,"","","","","","","","","","","","",,,6,6,5,,,,,2,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_59-SP,END,iism-kd2-b14,1273,"",session_59-SP_iism-kd2-b14,SP,,"","","","","","","","","","","","",,,,,,3.42857142857143,3.14285714285714,3.71428571428571,3.42857142857143,,,,3,6,2,6.21428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_60-SP,START,iism-kd2-b16,1255,"",session_60-SP_iism-kd2-b16,SP,20,F,R,Turkish,B2,I can see all colors and hues.,Engineering and Technology > Other engineering and technologiy,"",Y,"",Y,"","",6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_60-SP,PHASE,iism-kd2-b16,1270,"",session_60-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,4,6,2,,,,,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_60-SP,END,iism-kd2-b16,1271,"",session_60-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,3.14285714285714,4.14285714285714,3.28571428571429,,,,,,2,3,5.42857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_61-MP,START,iism-kd2-b12,1538,"",session_61-MP_iism-kd2-b12,MP,20,M,R,German,B2,I can see all colors and hues.,Engineering and Technology > Mechanical engineering,Y,"","","","",Y,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_61-MP,START,iism-kd2-b14,1537,"",session_61-MP_iism-kd2-b14,MP,21,M,R,German,C1,I can see all colors and hues.,"Engineering and Technology > Electrical engineering, electronic engineering, information engineering","","","","","",Y,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_61-MP,START,iism-kd2-b18,1539,"",session_61-MP_iism-kd2-b18,MP,32,F,R,Portuguese,C1,I can see all colors and hues.,Engineering and Technology > Other engineering and technologiy,"",Y,"","","",Y,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_61-MP,PHASE,iism-kd2-b12,1566,"",session_61-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,1,7,3,,,,,2,2,6,,,,,4,2,4,1,2.5,5.66666666666667,7,1,4,7,5,5,7,4,1,1,7,6.5,6,5.33333333333333,6.5,2.5,4.5,1.4,4,5,3,1,1,2,3,1,5
session_61-MP,PHASE,iism-kd2-b14,1567,"",session_61-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,4,6,1,,,,,7,7,7,,,,,2,2,6,2,6,5,6,4,7,6.5,5,5,6,6,2,2,4,6,5.66666666666667,6.66666666666667,6,3.5,4.75,4.6,5,5,4,1,5,3,6,1,5
session_61-MP,PHASE,iism-kd2-b18,1568,"",session_61-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,3,7,7,,,,,6,6,4,,,,,4,5,,7,,3.66666666666667,2,7,,2.5,4,5,,2,1,1,5,,5,6.66666666666667,,3,4,4.4,1,,2,4,5,3,1,6,4
session_61-MP,END,iism-kd2-b12,1570,"",session_61-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,3.42857142857143,2.85714285714286,3.28571428571429,4.14285714285714,,,,5,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_61-MP,END,iism-kd2-b14,1571,"",session_61-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,4.04761904761905,3.85714285714286,4.14285714285714,4.14285714285714,,,,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_61-MP,END,iism-kd2-b18,1569,"",session_61-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,4.0952380952381,3.14285714285714,4.42857142857143,4.71428571428571,,,,4,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_62-MP,START,iism-kd2-b12,1580,"",session_62-MP_iism-kd2-b12,MP,26,M,L,German,C2,I can see all colors and hues.,Natural Sciences > Computer and information sciences,Y,"","","","","",6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_62-MP,START,iism-kd2-b14,1579,"",session_62-MP_iism-kd2-b14,MP,21,M,R,German,C2,I can see all colors and hues.,Natural Sciences > Mathematics,"","","",Y,"",Y,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_62-MP,START,iism-kd2-b18,1578,"",session_62-MP_iism-kd2-b18,MP,27,M,R,German,C1,I can see all colors and hues.,Social Sciences > Educational sciences,"","","",Y,Y,Y,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_62-MP,PHASE,iism-kd2-b12,1610,"",session_62-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,2,6,2,,,,,5,5,7,,,,,1,1,6,1,5.5,7,5,3,6,6.5,1,6,3,5,1,1,7,7,6.33333333333333,,7,2.5,4.5,3.2,2,3,4,5,1,1,3,1,1
session_62-MP,PHASE,iism-kd2-b14,1609,"",session_62-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,4,6,5,,,,,1,2,1,,,,,2,1,5,1,4,5.66666666666667,4,2,5,7,3,5,6,4,2,1,6,6.5,4.66666666666667,5.66666666666667,6.5,1.5,4.75,4.2,3,6,4,2,1,4,5,1,1
session_62-MP,PHASE,iism-kd2-b18,1608,"",session_62-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,7,6,,,,,7,6,7,,,,,4,,6,6,4.5,7,2,5,5,3.5,7,3,5,6,5,1,3,4.5,4,6.33333333333333,6,6,5.25,3,3,2,4,2,1,6,1,1,2
session_62-MP,END,iism-kd2-b12,1613,"",session_62-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,3.57142857142857,3.28571428571429,3.42857142857143,4,,,,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_62-MP,END,iism-kd2-b14,1612,"",session_62-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,4.04761904761905,4.14285714285714,3.85714285714286,4.14285714285714,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_62-MP,END,iism-kd2-b18,1611,"",session_62-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,3.33333333333333,2.85714285714286,,4.85714285714286,,,,5,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_62-SP,START,iism-kd2-b16,1321,"",session_62-SP_iism-kd2-b16,SP,19,F,R,German,B2,I can see all colors and hues.,Natural Sciences > Mathematics,Y,"","",Y,"",Y,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_62-SP,PHASE,iism-kd2-b16,1350,"",session_62-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,5,6,6,,,,,3,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_62-SP,END,iism-kd2-b16,1351,"",session_62-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,4.04761904761905,4.14285714285714,4.28571428571429,3.71428571428571,,,,6,1,7,5.85714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_63-MP,START,iism-kd2-b12,1614,"",session_63-MP_iism-kd2-b12,MP,19,F,R,German,C1,I can see all colors and hues.,Engineering and Technology > Mechanical engineering,"",Y,"","",Y,"",8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_63-MP,START,iism-kd2-b14,1616,"",session_63-MP_iism-kd2-b14,MP,26,F,R,German,C1,I can see all colors and hues.,Engineering and Technology > Civil engineering,Y,Y,"","",Y,Y,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_63-MP,START,iism-kd2-b18,1615,"",session_63-MP_iism-kd2-b18,MP,25,M,R,German,C2,I can see all colors and hues.,Natural Sciences > Computer and information sciences,"",Y,"",Y,"","",7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_63-MP,PHASE,iism-kd2-b12,1638,"",session_63-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,1,7,1,,,,,1,1,1,,,,,1,2,7,2,6.5,7,5,2,3,6.5,5,6,6,6,1,1,7,7,5.66666666666667,5,7,2,5,5.2,7,7,4,1,1,4,3,1,1
session_63-MP,PHASE,iism-kd2-b14,1637,"",session_63-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,6,7,7,,,,,5,5,6,,,,,3,,4,1,6,7,5,5,7,6.5,5,4,6,6,2,2,6,6.5,5,6.66666666666667,7,5.5,5.25,,6,6,5,5,1,3,5,1,
session_63-MP,PHASE,iism-kd2-b18,1636,"",session_63-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,3,7,5,,,,,2,1,5,,,,,2,2,5,7,6,6,7,5,6,6,6,5,4,6,1,1,6,4,4.33333333333333,5.66666666666667,5.5,5,3.75,3.4,2,3,3,3,2,5,7,3,1
session_63-MP,END,iism-kd2-b12,1640,"",session_63-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,4.42857142857143,3.71428571428571,4.71428571428571,4.85714285714286,,,,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_63-MP,END,iism-kd2-b14,1639,"",session_63-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,4.38095238095238,3.85714285714286,4.71428571428571,4.57142857142857,,,,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_63-MP,END,iism-kd2-b18,1641,"",session_63-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,4,4.28571428571429,3.85714285714286,3.85714285714286,,,,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_63-SP,START,iism-kd2-b16,1416,"",session_63-SP_iism-kd2-b16,SP,23,M,R,German,B2,I can see all colors and hues.,Engineering and Technology > Other engineering and technologiy,"","","",Y,Y,"",7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_63-SP,PHASE,iism-kd2-b16,1438,"",session_63-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,4,5,5,,,,,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_63-SP,END,iism-kd2-b16,1439,"",session_63-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,3.66666666666667,3.57142857142857,3.71428571428571,3.71428571428571,,,,5,5,4,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_64-MP,START,iism-kd2-b12,1652,"",session_64-MP_iism-kd2-b12,MP,18,F,R,French,B2,I can see all colors and hues.,Natural Sciences > Physical sciences,"",Y,Y,Y,"","",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_64-MP,START,iism-kd2-b18,1651,"",session_64-MP_iism-kd2-b18,MP,28,M,R,Russian,C1,I can see all colors and hues.,Engineering and Technology > Other engineering and technologiy,"",Y,"","",Y,"",8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_64-MP,PHASE,iism-kd2-b12,1675,"",session_64-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,3,,5,,,,,1,2,5,,,,,1,1,6,2,5,5,1,4,6,4,2,7,,2,1,1,7,7,4.66666666666667,5.33333333333333,6,,5.75,5,6,6,4,4,2,5,6,2,1
session_64-MP,PHASE,iism-kd2-b18,1674,"",session_64-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,5,5,4,,,,,6,6,7,,,,,2,2,5,6,5.5,5.66666666666667,3,3,5,5,3,6,3,6,2,2,6,5.5,6,6.33333333333333,6,3.5,5.5,3,5,6,4,2,4,2,3,2,3
session_64-MP,END,iism-kd2-b12,1677,"",session_64-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,3.9047619047619,3.85714285714286,3.71428571428571,4.14285714285714,,,,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_64-MP,END,iism-kd2-b18,1678,"",session_64-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,4.14285714285714,3.57142857142857,4.14285714285714,4.71428571428571,,,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_64-SP,START,iism-kd2-b16,1459,"",session_64-SP_iism-kd2-b16,SP,30,M,R,German,C1,I can see all colors and hues.,Social Sciences > Economics and business,Y,"","","","",Y,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_64-SP,PHASE,iism-kd2-b16,,"",session_64-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_64-SP,END,iism-kd2-b16,,"",session_64-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_65-SP,START,iism-kd2-b16,1489,"",session_65-SP_iism-kd2-b16,SP,27,M,R,Spanish,C1,I can see all colors and hues.,"Engineering and Technology > Electrical engineering, electronic engineering, information engineering",Y,"","","","","",7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_65-SP,PHASE,iism-kd2-b16,1501,"",session_65-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,5,7,2,,,,,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_65-SP,END,iism-kd2-b16,1502,"",session_65-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,3.80952380952381,3.85714285714286,3.57142857142857,4,,,,7,6,5,5.57142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_65b-SP,START,iism-kd2-b14,1490,"",session_65b-SP_iism-kd2-b14,SP,21,F,R,Hungarian,C1,I can see all colors and hues.,"Engineering and Technology > Electrical engineering, electronic engineering, information engineering","","","","","",Y,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_65b-SP,PHASE,iism-kd2-b14,1498,"",session_65b-SP_iism-kd2-b14,SP,,"","","","","","","","","","","","",,,5,6,2,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_65b-SP,END,iism-kd2-b14,1499,"",session_65b-SP_iism-kd2-b14,SP,,"","","","","","","","","","","","",,,,,,4.33333333333333,3.85714285714286,4.42857142857143,4.71428571428571,,,,6,7,4,5.64285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_66-SP,START,iism-kd2-b16,1511,"",session_66-SP_iism-kd2-b16,SP,23,M,R,German,C1,I can see all colors and hues.,Natural Sciences > Computer and information sciences,"","",Y,Y,"","",8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_66-SP,PHASE,iism-kd2-b16,1524,"",session_66-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,2,5,2,,,,,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_66-SP,END,iism-kd2-b16,1525,"",session_66-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,3.80952380952381,3.85714285714286,3.42857142857143,4.14285714285714,,,,4,2,5,5.21428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_67-MP,START,iism-kd2-b18,1704,"",session_67-MP_iism-kd2-b18,MP,20,F,R,German,B2,I can see all colors and hues.,Engineering and Technology > Other engineering and technologiy,Y,Y,"","","","",7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_67-MP,PHASE,iism-kd2-b18,1726,"",session_67-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,5,6,5,,,,,1,2,2,,,,,2,2,5,2,4.5,6,3,1,3,6.5,2,4,4,4,2,2,6,6.5,6.33333333333333,5,5.5,2,3.25,2.2,3,4,2,5,2,1,3,2,2
session_67-MP,END,iism-kd2-b18,1730,"",session_67-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,3.23809523809524,3.14285714285714,3.85714285714286,,,,,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_67-SP,START,iism-kd2-b16,1536,"",session_67-SP_iism-kd2-b16,SP,26,F,R,Indonesian (Bahasa Indonesia),B2,I can see all colors and hues.,Engineering and Technology > Other engineering and technologiy,Y,"","","","","",6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_67-SP,PHASE,iism-kd2-b16,1559,"",session_67-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,4,7,7,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_67-SP,END,iism-kd2-b16,1560,"",session_67-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,3.57142857142857,3.71428571428571,3.57142857142857,3.42857142857143,,,,7,1,7,6.28571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_68-MP,START,iism-kd2-b12,1755,"",session_68-MP_iism-kd2-b12,MP,23,F,R,German,C1,I can see all colors and hues.,Social Sciences > Educational sciences,Y,Y,"","","","",8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_68-MP,START,iism-kd2-b14,1754,"",session_68-MP_iism-kd2-b14,MP,21,F,R,Bulgarian,B2,I can see all colors and hues.,Natural Sciences > Computer and information sciences,"","","",Y,Y,Y,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_68-MP,START,iism-kd2-b18,1756,"",session_68-MP_iism-kd2-b18,MP,21,F,L,German,C1,I can see all colors and hues.,Engineering and Technology > Other engineering and technologiy,Y,Y,"","","","",8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_68-MP,PHASE,iism-kd2-b12,1783,"",session_68-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,4,4,3,,,,,6,6,6,,,,,,4,4,2,3.5,3.33333333333333,3,5,5,3,5,2,4,4,4,3,4,4,3,5,,4.5,3.25,2,5,3,3,4,5,5,1,6,4
session_68-MP,PHASE,iism-kd2-b14,1785,"",session_68-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,4,7,2,,,,,5,7,7,,,,,2,2,5,5,4,4.33333333333333,5,7,7,3.5,1,5,4,7,1,1,7,5,4,6,5.5,4.5,5.75,4.4,3,3,3,4,6,5,2,2,2
session_68-MP,PHASE,iism-kd2-b18,1784,"",session_68-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,3,7,5,,,,,7,5,7,,,,,,1,,6,3.5,7,5,2,,4.5,3,5,5,4,1,1,4,7,7,6,4.5,4,4,4.4,5,2,3,6,1,1,2,4,6
session_68-MP,END,iism-kd2-b12,1787,"",session_68-MP_iism-kd2-b12,MP,,"","","","","","","","","","","","",,,,,,4.47619047619048,4.28571428571429,4.42857142857143,4.71428571428571,,,,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_68-MP,END,iism-kd2-b14,1788,"",session_68-MP_iism-kd2-b14,MP,,"","","","","","","","","","","","",,,,,,4.33333333333333,4,4.14285714285714,4.85714285714286,,,,6,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_68-MP,END,iism-kd2-b18,1786,"",session_68-MP_iism-kd2-b18,MP,,"","","","","","","","","","","","",,,,,,4.04761904761905,4,3.71428571428571,4.42857142857143,,,,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_68-SP,START,iism-kd2-b16,1581,"",session_68-SP_iism-kd2-b16,SP,23,M,R,German,C2,I can see all colors and hues.,Natural Sciences > Computer and information sciences,"",Y,"","","","",7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_68-SP,PHASE,iism-kd2-b16,1603,"",session_68-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,5,7,2,,,,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
session_68-SP,END,iism-kd2-b16,1604,"",session_68-SP_iism-kd2-b16,SP,,"","","","","","","","","","","","",,,,,,4.42857142857143,4.57142857142857,4.57142857142857,4.14285714285714,,,,5,3,4,5.78571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
